status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,185000.0,4.0,2.0,0.09,"AU-10 Urb Praderas Au-10 Calle # 18, Catano, PR, 00692",AU-10 Urb Praderas Au-10 Calle # 18,Catano,Puerto Rico,692.0,1639.0,
for_sale,79000.0,4.0,2.0,0.06,"Km 9 3 Carr # 1, San Juan, PR, 00926",Km 9 3 Carr # 1,San Juan,Puerto Rico,926.0,1168.0,
for_sale,380000.0,4.0,2.0,0.07,"E36 Calle Sevilla Biltmore Unit E36, Guaynabo, PR, 00966",E36 Calle Sevilla Biltmore Unit E36,Guaynabo,Puerto Rico,966.0,2259.0,
for_sale,2200000.0,8.0,5.0,0.04,"207 San Francisco, San Juan, PR, 00901",207 San Francisco,San Juan,Puerto Rico,901.0,7249.0,
for_sale,349000.0,3.0,2.0,0.16,"J7 Calle Harding, Guaynabo, PR, 00969",J7 Calle Harding,Guaynabo,Puerto Rico,969.0,2000.0,
for_sale,6995000.0,3.0,4.0,,"555 Monserrate 555 Unit Sub, San Juan, PR, 00907",555 Monserrate 555 Unit Sub,San Juan,Puerto Rico,907.0,5400.0,
for_sale,565000.0,4.0,3.0,0.12,"CE-20 Cangrejo, Toa Baja, PR, 00946",CE-20 Cangrejo,Toa Baja,Puerto Rico,946.0,2350.0,
for_sale,695000.0,5.0,4.0,0.37,"No Aplica, Cayey, PR, 00736",No Aplica,Cayey,Puerto Rico,736.0,4650.0,
for_sale,240000.0,4.0,2.0,0.11,"1596 Urb Fuentebella 1596 Calle Torino, Toa Baja, PR, 00953",1596 Urb Fuentebella 1596 Calle Torino,Toa Baja,Puerto Rico,953.0,1889.0,
for_sale,195000.0,7.0,5.0,0.1,"30 Calle # 18, Bayamon, PR, 00959",30 Calle # 18,Bayamon,Puerto Rico,959.0,2500.0,
for_sale,795000.0,3.0,2.0,,"P Villas De Costa Dorada Unit 8, Dorado, PR, 00646",P Villas De Costa Dorada Unit 8,Dorado,Puerto Rico,646.0,1944.0,
for_sale,180000.0,3.0,2.0,,"1408 Merhoff Unit 405, San Juan, PR, 00915",1408 Merhoff Unit 405,San Juan,Puerto Rico,915.0,1106.0,
for_sale,108000.0,4.0,1.0,0.94,"8.0 610, Utuado, PR, 00641",8.0 610,Utuado,Puerto Rico,641.0,13818.0,
for_sale,2500000.0,3.0,2.0,,"501 Calle Elisa Colberg Ph A, San Juan, PR, 00907",501 Calle Elisa Colberg Ph A,San Juan,Puerto Rico,907.0,1988.0,
for_sale,299900.0,5.0,3.0,0.12,"13 Lilly, San Juan, PR, 00926",13 Lilly,San Juan,Puerto Rico,926.0,2792.0,
for_sale,1390000.0,4.0,3.0,0.25,"GA22 Calle Paseo Del Parque, Guaynabo, PR, 00966",GA22 Calle Paseo Del Parque,Guaynabo,Puerto Rico,966.0,3346.0,
for_sale,405000.0,,,18.82,"Km 95 6 Carr Lot 1, Santa Isabel, PR, 00757",Km 95 6 Carr Lot 1,Santa Isabel,Puerto Rico,757.0,,
for_sale,405000.0,,,18.82,"Km 95 6 Carr # 1, Santa Isabel, PR, 00757",Km 95 6 Carr # 1,Santa Isabel,Puerto Rico,757.0,,
for_sale,40000.0,,,0.57,"1 Desvio Hatillo St Lot A3, Fajardo, PR, 00738",1 Desvio Hatillo St Lot A3,Fajardo,Puerto Rico,738.0,,
for_sale,329000.0,,,1.42,"Avenida Fernando Ribas Dominicci, Utuado, PR, 00641",Avenida Fernando Ribas Dominicci,Utuado,Puerto Rico,641.0,,
for_sale,957900.0,,,18.04,"Carr 662, Arecibo, PR, 00613",Carr 662,Arecibo,Puerto Rico,613.0,,
for_sale,145000.0,4.0,2.0,0.1,"R5 Comunidad El Paraso Calle De Oro R-5 Ponce, Ponce, PR, 00731",R5 Comunidad El Paraso Calle De Oro R-5 Ponce,Ponce,Puerto Rico,731.0,1800.0,
for_sale,129900.0,3.0,3.0,0.08,"2045 Paseo Azalea St, Toa Baja, PR, 00949",2045 Paseo Azalea St,Toa Baja,Puerto Rico,949.0,2000.0,
for_sale,125000.0,2.0,1.0,0.38,"Km 1 9 Carr # 8829, Bayamon, PR, 00956",Km 1 9 Carr # 8829,Bayamon,Puerto Rico,956.0,2704.0,
for_sale,150000.0,3.0,2.0,0.08,"91 Del Rio, Juana Diaz, PR, 00795",91 Del Rio,Juana Diaz,Puerto Rico,795.0,1045.0,
for_sale,125000.0,4.0,2.0,0.17,"Km 3 0 Carr # 349, Cidra, PR, 00739",Km 3 0 Carr # 349,Cidra,Puerto Rico,739.0,1900.0,
for_sale,80000.0,4.0,3.0,0.06,"AL-12 Calle 11 Bloque Al, Bayamon, PR, 00959",AL-12 Calle 11 Bloque Al,Bayamon,Puerto Rico,959.0,2000.0,
for_sale,115000.0,2.0,1.0,,"8177 Carretera Santiago Iglesias Ph N, Guaynabo, PR, 00921",8177 Carretera Santiago Iglesias Ph N,Guaynabo,Puerto Rico,921.0,1800.0,
for_sale,134900.0,,,0.25,"Arecibo Barrio Arenalejos, Arecibo, PR, 00612",Arecibo Barrio Arenalejos,Arecibo,Puerto Rico,612.0,1856.0,
for_sale,125000.0,3.0,1.0,0.13,"7 Las Flores, Corozal, PR, 00783",7 Las Flores,Corozal,Puerto Rico,783.0,1103.0,
for_sale,9995000.0,6.0,7.0,0.25,"262 Dorado Bch E, Dorado, PR, 00646",262 Dorado Bch E,Dorado,Puerto Rico,646.0,5500.0,
for_sale,62000.0,3.0,2.0,0.13,"165 Camino La Cuchilla, Naranjito, PR, 00719",165 Camino La Cuchilla,Naranjito,Puerto Rico,719.0,981.0,
for_sale,70000.0,2.0,1.0,0.23,"Solar 4 Rivera Palomas St Unit Bo, Naranjito, PR, 00719",Solar 4 Rivera Palomas St Unit Bo,Naranjito,Puerto Rico,719.0,620.0,
for_sale,189000.0,6.0,3.0,0.18,"1 Signecia Sena Ramos, Vega Baja, PR, 00693",1 Signecia Sena Ramos,Vega Baja,Puerto Rico,693.0,2371.0,
for_sale,125000.0,4.0,2.0,0.44,"804 Sr 804 Sr Km 0 3 Int Galateo, Toa Alta, PR, 00953",804 Sr 804 Sr Km 0 3 Int Galateo,Toa Alta,Puerto Rico,953.0,1328.0,
for_sale,220000.0,6.0,6.0,1.07,"Km 6 5 Pr # 780, Naranjito, PR, 00719",Km 6 5 Pr # 780,Naranjito,Puerto Rico,719.0,1830.0,
for_sale,70000.0,3.0,1.0,0.11,"Km 19 6 Carr # 156, Barranquitas, PR, 00794",Km 19 6 Carr # 156,Barranquitas,Puerto Rico,794.0,879.0,
for_sale,649000.0,5.0,5.0,0.74,"F118 Madrid St El Monte Iv Ext # Dev, Ponce, PR, 00731",F118 Madrid St El Monte Iv Ext # Dev,Ponce,Puerto Rico,731.0,2677.0,
for_sale,180000.0,3.0,2.0,0.1,"989 Quito St, San Juan, PR, 00921",989 Quito St,San Juan,Puerto Rico,921.0,1700.0,
for_sale,195000.0,3.0,4.0,1.94,"Carr 111 Calle Las Flores, Utuado, PR, 00641",Carr 111 Calle Las Flores,Utuado,Puerto Rico,641.0,2500.0,
for_sale,195000.0,3.0,1.0,0.29,"406 Calle Rafael Lamar, San Juan, PR, 00918",406 Calle Rafael Lamar,San Juan,Puerto Rico,918.0,3530.0,
for_sale,224900.0,5.0,3.0,0.09,"R24 Calle 1, Guaynabo, PR, 00969",R24 Calle 1,Guaynabo,Puerto Rico,969.0,1559.0,
for_sale,215000.0,3.0,3.0,0.24,"6 Santana Lote 6 Villa Mena Carr 2 Km Lot 677, Arecibo, PR, 00612",6 Santana Lote 6 Villa Mena Carr 2 Km Lot 677,Arecibo,Puerto Rico,612.0,2183.0,
for_sale,225000.0,3.0,2.0,,"Flamingo Unit 535, Vega Baja, PR, 00693",Flamingo Unit 535,Vega Baja,Puerto Rico,693.0,1217.0,
for_sale,113000.0,3.0,1.0,0.08,"Bf-15 Santa Juanita Calle Kenya, Bayamon, PR, 00959",Bf-15 Santa Juanita Calle Kenya,Bayamon,Puerto Rico,959.0,900.0,
for_sale,268000.0,3.0,1.0,1.12,"7-15 Bo Sabana, Vega Alta, PR, 00694",7-15 Bo Sabana,Vega Alta,Puerto Rico,694.0,850.0,
for_sale,1200000.0,4.0,4.0,1.11,"Carr 155 Km # 343, Orocovis, PR, 00720",Carr 155 Km # 343,Orocovis,Puerto Rico,720.0,7336.0,
for_sale,159000.0,3.0,2.0,0.09,"A13 Calle Vizcaya, Bayamon, PR, 00961",A13 Calle Vizcaya,Bayamon,Puerto Rico,961.0,964.0,
for_sale,225000.0,3.0,2.0,,"1150 Carr 2, Bayamon, PR, 00961",1150 Carr 2,Bayamon,Puerto Rico,961.0,2164.0,
for_sale,269000.0,8.0,4.0,0.08,"AT21 Calle Lillian, Toa Baja, PR, 00949",AT21 Calle Lillian,Toa Baja,Puerto Rico,949.0,3000.0,
for_sale,60000.0,,,0.61,"842 Carr, San Juan, PR, 00926",842 Carr,San Juan,Puerto Rico,926.0,,
for_sale,500000.0,9.0,3.0,0.16,"1 Barcelona, Guaynabo, PR, 00966",1 Barcelona,Guaynabo,Puerto Rico,966.0,2674.0,
for_sale,188000.0,3.0,3.0,,"2204 La Coruna De Monacillos Unit 2204, San Juan, PR, 00926",2204 La Coruna De Monacillos Unit 2204,San Juan,Puerto Rico,926.0,1602.0,
for_sale,895000.0,3.0,2.0,0.2,"455 Calle Rey Luis, Guaynabo, PR, 00969",455 Calle Rey Luis,Guaynabo,Puerto Rico,969.0,3000.0,
for_sale,560000.0,,,0.13,"554 Aldebaran, Guaynabo, PR",554 Aldebaran,Guaynabo,Puerto Rico,,2000.0,
for_sale,975000.0,1.0,2.0,,"1 San Geronimo Units 113 & 114, San Juan, PR, 00907",1 San Geronimo Units 113 & 114,San Juan,Puerto Rico,907.0,1074.0,
for_sale,180000.0,3.0,2.0,0.15,"871 Calle Juncos, San Juan, PR, 00926",871 Calle Juncos,San Juan,Puerto Rico,926.0,1100.0,
for_sale,49900.0,,,0.25,"Arecibo Bo Garrochales, Arecibo, PR, 00612",Arecibo Bo Garrochales,Arecibo,Puerto Rico,612.0,,
for_sale,19950000.0,3.0,3.0,,"200 Dorado Dr Unit 8, Dorado, PR, 00646",200 Dorado Dr Unit 8,Dorado,Puerto Rico,646.0,4341.0,
for_sale,3200000.0,5.0,3.0,0.05,"66 Caleta De San Juan, San Juan, PR, 00901",66 Caleta De San Juan,San Juan,Puerto Rico,901.0,2700.0,
for_sale,223000.0,4.0,2.0,0.11,"LL-3 Calle Middurb Alturas De Borinquen Gdns, San Juan, PR, 00926",LL-3 Calle Middurb Alturas De Borinquen Gdns,San Juan,Puerto Rico,926.0,1623.0,
for_sale,335000.0,,,3.19,"Carr 670 Km # 53, Manatí, PR, 00674",Carr 670 Km # 53,Manatí,Puerto Rico,674.0,,
for_sale,200000.0,,,3.77,"1 Desvio Hatillo St Lot A, Fajardo, PR, 00738",1 Desvio Hatillo St Lot A,Fajardo,Puerto Rico,738.0,,
for_sale,92000.0,3.0,2.0,1.21,"Km 8 0 Rd, San Sebastian, PR, 00685",Km 8 0 Rd,San Sebastian,Puerto Rico,685.0,1100.0,
for_sale,70000.0,4.0,1.0,0.14,"PR-879 Camino Los Vargas, Bayamon, PR, 00956",PR-879 Camino Los Vargas,Bayamon,Puerto Rico,956.0,1100.0,
for_sale,71000.0,3.0,1.0,0.17,"38 Bo Pueblo Nuevo Calle 3 # 38, Vega Baja, PR, 00693",38 Bo Pueblo Nuevo Calle 3 # 38,Vega Baja,Puerto Rico,693.0,824.0,
for_sale,100000.0,2.0,1.0,0.09,"230 Rio De Vida, Ponce, PR, 00730",230 Rio De Vida,Ponce,Puerto Rico,730.0,1092.0,
for_sale,185000.0,6.0,2.0,0.09,"22 Calle Alheli, Guaynabo, PR, 00969",22 Calle Alheli,Guaynabo,Puerto Rico,969.0,1440.0,
for_sale,97000.0,3.0,2.0,0.06,"F6 Calle 6 # F6, Dorado, PR, 00646",F6 Calle 6 # F6,Dorado,Puerto Rico,646.0,1200.0,
for_sale,225000.0,3.0,2.0,3.6,"Carr 173 Las Flores De Maria, Cidra, PR, 00639",Carr 173 Las Flores De Maria,Cidra,Puerto Rico,639.0,2364.0,
for_sale,75000.0,3.0,1.0,,"701B Torres De Cervantes Unit 601, San Juan, PR, 00924",701B Torres De Cervantes Unit 601,San Juan,Puerto Rico,924.0,921.0,
for_sale,1200000.0,5.0,4.0,1.4,"Km 6 5 Int Carr # 831, Bayamon, PR, 00956",Km 6 5 Int Carr # 831,Bayamon,Puerto Rico,956.0,4956.0,
for_sale,65000.0,3.0,1.0,0.07,"15-A Calle # G, Corozal, PR, 00783",15-A Calle # G,Corozal,Puerto Rico,783.0,742.0,
for_sale,130000.0,3.0,2.0,0.07,"60 Calle # 60, Bayamon, PR, 00958",60 Calle # 60,Bayamon,Puerto Rico,958.0,871.0,
for_sale,140000.0,3.0,1.0,0.06,"977 Block M-6 28 St Reparto Metropolitano San Juan 00921 Pr # 147, San Juan, PR, 00921",977 Block M-6 28 St Reparto Metropolitano San Juan 00921 Pr # 147,San Juan,Puerto Rico,921.0,880.0,
for_sale,170000.0,3.0,2.0,0.1,"19 Calle A Villa Arrieta, Bayamon, PR, 00956",19 Calle A Villa Arrieta,Bayamon,Puerto Rico,956.0,1100.0,
for_sale,216000.0,3.0,3.0,0.11,"Calle 1 Ave, Bayamon, PR, 00957",Calle 1 Ave,Bayamon,Puerto Rico,957.0,1341.0,
for_sale,249000.0,4.0,4.0,0.08,"J-19 Calle Pedreira, Toa Baja, PR, 00949",J-19 Calle Pedreira,Toa Baja,Puerto Rico,949.0,2800.0,
for_sale,77000.0,3.0,1.0,,"28 Urb Sta Unit 402, San Juan, PR, 00925",28 Urb Sta Unit 402,San Juan,Puerto Rico,925.0,805.0,
for_sale,245000.0,4.0,2.0,0.25,"278 Calle Rebecca, Vega Baja, PR, 00693",278 Calle Rebecca,Vega Baja,Puerto Rico,693.0,2038.0,
for_sale,695000.0,5.0,2.0,0.49,"10E Calle Yaguez, Aguas Buenas, PR, 00703",10E Calle Yaguez,Aguas Buenas,Puerto Rico,703.0,3400.0,
for_sale,1775000.0,4.0,3.0,0.23,"501 Camino De Cambalache, Dorado, PR, 00646",501 Camino De Cambalache,Dorado,Puerto Rico,646.0,3337.0,
for_sale,189000.0,6.0,3.0,1.75,"Km 536 Carretera # 149, Villalba, PR, 00766",Km 536 Carretera # 149,Villalba,Puerto Rico,766.0,1943.0,
for_sale,150000.0,3.0,2.0,,"1225 Carr Puerto Rico 2 Unit 1911, Bayamon, PR, 00959",1225 Carr Puerto Rico 2 Unit 1911,Bayamon,Puerto Rico,959.0,1195.0,
for_sale,290000.0,4.0,2.0,0.22,"D13 Tierras Nuevas Dr, Manati, PR, 00674",D13 Tierras Nuevas Dr,Manati,Puerto Rico,674.0,2236.0,
for_sale,383500.0,5.0,7.0,0.53,"31 Calle D, San Juan, PR, 00926",31 Calle D,San Juan,Puerto Rico,926.0,4111.0,
for_sale,116000.0,3.0,1.0,,"Condominio Colinas Del Sol Bayamon Unit 3922, Bayamon, PR, 00956",Condominio Colinas Del Sol Bayamon Unit 3922,Bayamon,Puerto Rico,956.0,1027.0,
for_sale,245000.0,4.0,2.0,0.11,"E8 Calle # PS2, Dorado, PR, 00646",E8 Calle # PS2,Dorado,Puerto Rico,646.0,1820.0,
for_sale,365000.0,5.0,3.0,1.46,"Km 4 5 Pr # 618, Morovis, PR, 00687",Km 4 5 Pr # 618,Morovis,Puerto Rico,687.0,2366.0,
for_sale,375000.0,3.0,2.0,,"6690 Pr Unit Apto Apt 401, Vega Alta, PR, 00646",6690 Pr Unit Apto Apt 401,Vega Alta,Puerto Rico,646.0,1564.0,
for_sale,249000.0,1.0,1.0,,"155 Calle Del Sol Apt 2C, San Juan, PR, 00901",155 Calle Del Sol Apt 2C,San Juan,Puerto Rico,901.0,480.0,
for_sale,875000.0,5.0,4.0,0.08,"707 LA Paz St, San Juan, PR, 00907",707 LA Paz St,San Juan,Puerto Rico,907.0,1898.0,
for_sale,545000.0,3.0,2.0,0.23,"12 Calle Pedregal, Guaynabo, PR, 00971",12 Calle Pedregal,Guaynabo,Puerto Rico,971.0,3385.0,
for_sale,189900.0,2.0,3.0,0.15,"1518 72 Rodano St, San Juan, PR, 00926",1518 72 Rodano St,San Juan,Puerto Rico,926.0,2000.0,
for_sale,585000.0,4.0,3.0,0.22,"D-2 Calle Bernardo, San Juan, PR, 00926",D-2 Calle Bernardo,San Juan,Puerto Rico,926.0,2780.0,
for_sale,229000.0,3.0,2.0,,"199 Jose Fidalgo Diaz Unit G4, San Juan, PR, 00926",199 Jose Fidalgo Diaz Unit G4,San Juan,Puerto Rico,926.0,1500.0,
for_sale,395000.0,3.0,2.0,0.15,"81 Calle Mamey, San Juan, PR, 00926",81 Calle Mamey,San Juan,Puerto Rico,926.0,2000.0,
for_sale,525000.0,4.0,2.0,0.12,"C8 Calle Reina Sofia, Guaynabo, PR, 00969",C8 Calle Reina Sofia,Guaynabo,Puerto Rico,969.0,1824.0,
for_sale,525000.0,4.0,2.0,,"405 Juan B Rodriguez Unit 203, San Juan, PR, 00918",405 Juan B Rodriguez Unit 203,San Juan,Puerto Rico,918.0,2733.0,
for_sale,3300000.0,3.0,3.0,,"1058 Ave Ashford Unit 3, San Juan, PR, 00907",1058 Ave Ashford Unit 3,San Juan,Puerto Rico,907.0,2497.0,
for_sale,620000.0,4.0,3.0,0.06,"711 Calle Mallorca, San Juan, PR, 00907",711 Calle Mallorca,San Juan,Puerto Rico,907.0,2628.0,
for_sale,1200000.0,4.0,4.0,0.26,"209 Calle Pajuil, San Juan, PR, 00926",209 Calle Pajuil,San Juan,Puerto Rico,926.0,3600.0,
for_sale,160000.0,,,4.92,"1 4 9 Acres Bo Unibon, Morovis, PR, 00687",1 4 9 Acres Bo Unibon,Morovis,Puerto Rico,687.0,,
for_sale,975000.0,4.0,3.0,0.3,"1 Monte Alvernia-San Paolo St, San Juan, PR, 00926",1 Monte Alvernia-San Paolo St,San Juan,Puerto Rico,926.0,2900.0,
for_sale,879000.0,,,0.2,"Mameyal, Dorado, PR, 00646",Mameyal,Dorado,Puerto Rico,646.0,,
for_sale,67000.0,2.0,1.0,0.15,"556G 556-G 16 St, Juana Diaz, PR, 00795",556G 556-G 16 St,Juana Diaz,Puerto Rico,795.0,748.0,
for_sale,63800.0,3.0,1.0,0.07,"10 Calle Neptuno, Toa Baja, PR, 00949",10 Calle Neptuno,Toa Baja,Puerto Rico,949.0,950.0,
for_sale,89000.0,4.0,2.0,0.08,"14 Santiago Iglesias Pantin, Guaynabo, PR, 00965",14 Santiago Iglesias Pantin,Guaynabo,Puerto Rico,965.0,1072.0,
for_sale,150000.0,3.0,2.0,0.29,"638 Bo Miraflores Lote 2 Carr 638 Km Lot 58, Arecibo, PR, 00612",638 Bo Miraflores Lote 2 Carr 638 Km Lot 58,Arecibo,Puerto Rico,612.0,1604.0,
for_sale,63900.0,2.0,1.0,0.12,"Lote A Carretera 14 Ramal 730 Sector Cabrera, Cayey, PR, 00736",Lote A Carretera 14 Ramal 730 Sector Cabrera,Cayey,Puerto Rico,736.0,600.0,
for_sale,105000.0,4.0,2.0,0.58,"Km 6 8 Carr # 173, Cidra, PR, 00739",Km 6 8 Carr # 173,Cidra,Puerto Rico,739.0,1294.0,
for_sale,76600.0,3.0,1.0,0.06,"M-44 Solar 1089 Bloque # M44, San Juan, PR, 00921",M-44 Solar 1089 Bloque # M44,San Juan,Puerto Rico,921.0,730.0,
for_sale,200000.0,4.0,3.0,0.24,"Pr, Arecibo, PR, 00612",Pr,Arecibo,Puerto Rico,612.0,3413.0,
for_sale,178000.0,4.0,2.0,0.08,"156 Calle Main, Bayamon, PR, 00957",156 Calle Main,Bayamon,Puerto Rico,957.0,2000.0,
for_sale,157500.0,4.0,2.0,0.08,"148 Calle Nardo, Toa Alta, PR, 00953",148 Calle Nardo,Toa Alta,Puerto Rico,953.0,1650.0,
for_sale,115000.0,4.0,1.0,0.1,"6 Acerola, Guaynabo, PR, 00969",6 Acerola,Guaynabo,Puerto Rico,969.0,1200.0,
for_sale,145000.0,3.0,2.0,0.08,"4F8 Calle Playera, Bayamon, PR, 00956",4F8 Calle Playera,Bayamon,Puerto Rico,956.0,2555.0,
for_sale,385000.0,7.0,4.0,0.29,"11 Tintillo Beriah Wall, Guaynabo, PR, 00966",11 Tintillo Beriah Wall,Guaynabo,Puerto Rico,966.0,3900.0,
for_sale,115000.0,3.0,1.0,0.44,"2 Pr 165 Km 10 5 Int Contorno Wd Toa Alta 00954 Pr Lot 2, Toa Alta, PR, 00954",2 Pr 165 Km 10 5 Int Contorno Wd Toa Alta 00954 Pr Lot 2,Toa Alta,Puerto Rico,954.0,1332.0,
for_sale,80000.0,4.0,2.0,0.19,"71 Julian Marrero, Corozal, PR, 00783",71 Julian Marrero,Corozal,Puerto Rico,783.0,1500.0,
for_sale,174900.0,3.0,2.0,0.08,"Urb Las Praderas, Barceloneta, PR, 00617",Urb Las Praderas,Barceloneta,Puerto Rico,617.0,1195.0,
for_sale,117000.0,3.0,2.0,0.03,"A 62 Villa Granada, Toa Baja, PR, 00949",A 62 Villa Granada,Toa Baja,Puerto Rico,949.0,,
for_sale,100000.0,5.0,3.0,0.04,"AL6 Calle 11, Bayamon, PR, 00959",AL6 Calle 11,Bayamon,Puerto Rico,959.0,1900.0,
for_sale,4600000.0,3.0,3.0,,"75 Fairways Village Dr Apt 22, Dorado, PR, 00646",75 Fairways Village Dr Apt 22,Dorado,Puerto Rico,646.0,3095.0,
for_sale,2849000.0,4.0,5.0,0.21,"4 Calle Palma Real, Dorado, PR, 00646",4 Calle Palma Real,Dorado,Puerto Rico,646.0,5000.0,
for_sale,154150.0,3.0,2.0,0.09,"V8 Calle 14 Blq V 8 Las Vegas Catano, Catano, PR, 00692",V8 Calle 14 Blq V 8 Las Vegas Catano,Catano,Puerto Rico,692.0,1007.0,
for_sale,134000.0,3.0,2.0,0.07,"23 St Lots 23 & 9, Vega Baja, PR, 00693",23 St Lots 23 & 9,Vega Baja,Puerto Rico,693.0,895.0,
for_sale,425000.0,4.0,3.0,0.3,"31 Calle A, Ponce, PR, 00730",31 Calle A,Ponce,Puerto Rico,730.0,3000.0,
for_sale,385000.0,8.0,6.0,0.07,"708 Calle Victor Figueroa, San Juan, PR, 00907",708 Calle Victor Figueroa,San Juan,Puerto Rico,907.0,3400.0,
for_sale,850000.0,4.0,2.0,0.21,"434 Via Motis, Dorado, PR, 00646",434 Via Motis,Dorado,Puerto Rico,646.0,999.0,
for_sale,270000.0,3.0,2.0,0.11,"B20 Ninoshka St, Vega Alta, PR, 00692",B20 Ninoshka St,Vega Alta,Puerto Rico,692.0,1626.0,
for_sale,350000.0,7.0,6.0,0.97,"Km 4 4 Pr # 734, Cidra, PR, 00739",Km 4 4 Pr # 734,Cidra,Puerto Rico,739.0,2049.0,
for_sale,480000.0,4.0,2.0,0.13,"4014 Via Cangrejos, Toa Baja, PR, 00949",4014 Via Cangrejos,Toa Baja,Puerto Rico,949.0,2700.0,
for_sale,390000.0,3.0,2.0,0.24,"10 Urb Sagrado Corazon # 10, San Juan, PR, 00926",10 Urb Sagrado Corazon # 10,San Juan,Puerto Rico,926.0,1779.0,
for_sale,135000.0,2.0,2.0,,"Cond Altos De La Colina San Juan 00926 Pr Apt F608, San Juan, PR, 00926",Cond Altos De La Colina San Juan 00926 Pr Apt F608,San Juan,Puerto Rico,926.0,909.0,
for_sale,450000.0,4.0,3.0,0.5,"27B Calle D Hollywood Dr, Guaynabo, PR, 00926",27B Calle D Hollywood Dr,Guaynabo,Puerto Rico,926.0,4000.0,
for_sale,275000.0,4.0,2.0,,"100 Marginal Martinez Nadal Unit 8, Guaynabo, PR, 00969",100 Marginal Martinez Nadal Unit 8,Guaynabo,Puerto Rico,969.0,1360.0,
for_sale,500000.0,3.0,2.0,0.5,"Solar 2 Los Torres, Bayamon, PR, 00961",Solar 2 Los Torres,Bayamon,Puerto Rico,961.0,1894.0,
for_sale,1325000.0,4.0,3.0,0.19,"20 Camino Del Merlin, Dorado, PR, 00646",20 Camino Del Merlin,Dorado,Puerto Rico,646.0,2500.0,
for_sale,465000.0,3.0,2.0,0.27,"73 Calle Guayacan, Dorado, PR, 00646",73 Calle Guayacan,Dorado,Puerto Rico,646.0,2200.0,
for_sale,399000.0,4.0,3.0,0.1,"A19 Calle Alborada, Guaynabo, PR, 00969",A19 Calle Alborada,Guaynabo,Puerto Rico,969.0,2500.0,
for_sale,635000.0,3.0,2.0,0.07,"1 6691, Vega Alta, PR, 00692",1 6691,Vega Alta,Puerto Rico,692.0,2100.0,
for_sale,495000.0,3.0,2.0,,"Pr6690 El Dorado Clb, Vega Alta, PR, 00646",Pr6690 El Dorado Clb,Vega Alta,Puerto Rico,646.0,1564.0,
for_sale,475000.0,3.0,2.0,,"4 Ave Las Cumbres Unit 3A, Guaynabo, PR, 00969",4 Ave Las Cumbres Unit 3A,Guaynabo,Puerto Rico,969.0,1790.0,
for_sale,550000.0,3.0,2.0,0.1,"AA36 Calle Bruma, Dorado, PR, 00646",AA36 Calle Bruma,Dorado,Puerto Rico,646.0,1800.0,
for_sale,180000.0,,,1.21,"26 Camino Los Romeros, San Juan, PR, 00926",26 Camino Los Romeros,San Juan,Puerto Rico,926.0,,
for_sale,575000.0,4.0,2.0,0.11,"10 Ave Montehiedra, San Juan, PR, 00926",10 Ave Montehiedra,San Juan,Puerto Rico,926.0,3141.0,
for_sale,59900.0,5.0,2.0,0.1,"K M 86 Rd # 20, Guaynabo, PR, 00965",K M 86 Rd # 20,Guaynabo,Puerto Rico,965.0,1655.0,
for_sale,59200.0,2.0,1.0,0.08,"19C Calle # 12, Dorado, PR, 00646",19C Calle # 12,Dorado,Puerto Rico,646.0,700.0,
for_sale,55000.0,2.0,2.0,0.11,"Lote 2 Pr Lot 679, Dorado, PR, 00646",Lote 2 Pr Lot 679,Dorado,Puerto Rico,646.0,800.0,
for_sale,65000.0,6.0,2.0,0.05,"14 Navarro, Mayaguez, PR, 00680",14 Navarro,Mayaguez,Puerto Rico,680.0,,
for_sale,210000.0,3.0,2.0,0.25,"3 159, Morovis, PR, 00687",3 159,Morovis,Puerto Rico,687.0,2500.0,
for_sale,105000.0,3.0,1.0,0.08,"Dd54 Urb Extensin O'Neill Dd54 Calle # 2, Manati, PR, 00674",Dd54 Urb Extensin O'Neill Dd54 Calle # 2,Manati,Puerto Rico,674.0,921.0,
for_sale,135000.0,3.0,2.0,,"Primavera Unit 1732, Bayamon, PR, 00961",Primavera Unit 1732,Bayamon,Puerto Rico,961.0,1224.0,
for_sale,110000.0,3.0,2.0,0.04,"13 Calle, Bayamon, PR, 00956",13 Calle,Bayamon,Puerto Rico,956.0,1156.0,
for_sale,249900.0,,,10.76,"Urb Almirante Norte, Vega Baja, PR, 00693",Urb Almirante Norte,Vega Baja,Puerto Rico,693.0,2886.0,
for_sale,113600.0,3.0,1.0,0.07,"A-21 Calle Monte Alvenia # 2, Manati, PR, 00674",A-21 Calle Monte Alvenia # 2,Manati,Puerto Rico,674.0,800.0,
for_sale,95000.0,3.0,2.0,,"862 Hato Tejas Unit 7-201, Bayamon, PR, 00961",862 Hato Tejas Unit 7-201,Bayamon,Puerto Rico,961.0,1129.0,
for_sale,270000.0,3.0,3.0,0.3,"F-1 Ruiseor, Toa Alta, PR, 00953",F-1 Ruiseor,Toa Alta,Puerto Rico,953.0,2400.0,
for_sale,11500000.0,4.0,5.0,1.98,"315 Dorado Bch E, Dorado, PR, 00646",315 Dorado Bch E,Dorado,Puerto Rico,646.0,7000.0,
